,,,,,,,28/07/2026,RELATÓRIO BAHIA ATUALIZADO,,,,28/07/2026,,EM VERDE DATA REPROGRAMADA,,28/07/2026,,,,,,,,
,,,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,28/07/2026 10:10:01,,,,DÚVIDA CLICA AQUI,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Coluna 1,cartela,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,LOTES,código OS,DT. RECEBIMENTO,DT. ENTREGA,PRAZO,POSIÇÃO NA PRODUÇÃO,DATA SISTEMA,Coluna 2,DATA ALTERADA,cartelas,CÓDIGO ALTERADO,Column 24,códigos do sistema,conta e ordem
1017,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15872667,210,134939,15865491NBR3283000,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1018,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15872667,252,134939,15865451NBR3282990,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1019,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15872667,246,134939,15865452NBR3282990,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1020,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15872667,578,134939,15865456NBR3282997,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1021,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15872667,612,134939,15865457NBR3282997,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1022,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15872667,764,134939,15865491NBR3283000,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1023,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15872667,705,134939,15865451NBR3282990,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1024,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15872667,714,134939,15865452NBR3282990,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1025,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15872667,18,134939,15865456NBR3282997,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1026,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15872667,24,134939,15865457NBR3282997,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1027,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15872667,30,134939,15865491NBR3283000,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1028,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15872667,144,134939,15865451NBR3282990,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1029,OK,DASS SEST,7,140189,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15872667,174,134939,15865452NBR3282990,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1188919,NIKE,
1030,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872667,228,134939,15865500NBR3283004,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1031,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872667,252,134939,15865501NBR3283004,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1032,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872667,228,134939,15865502NBR3283006,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1033,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872667,252,134939,15865503NBR3283006,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1034,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872667,795,134939,15865500NBR3283004,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1035,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872667,816,134939,15865501NBR3283004,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1036,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872667,795,134939,15865502NBR3283006,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1037,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872667,804,134939,15865503NBR3283006,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1038,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872667,12,134939,15865500NBR3283004,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1039,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872667,24,134939,15865501NBR3283004,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1040,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872667,12,134939,15865502NBR3283006,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1041,OK,DASS SEST,7,140189,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872667,24,134939,15865503NBR3283006,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1269460,NIKE,
1042,OK,DASS SEST,7,140189,1425041,95894,ATAC. MR140014 6MM RECICLADO COR 6179/PET,105CM,15872667,156,134939,15865466NBR3282992,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425041,NIKE,
1043,OK,DASS SEST,7,140189,1425041,95894,ATAC. MR140014 6MM RECICLADO COR 6179/PET,105CM,15872667,204,134939,15865467NBR3282992,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425041,NIKE,
1044,OK,DASS SEST,7,140189,1425041,95894,ATAC. MR140014 6MM RECICLADO COR 6179/PET,110CM,15872667,524,134939,15865466NBR3282992,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425041,NIKE,
1045,OK,DASS SEST,7,140189,1425041,95894,ATAC. MR140014 6MM RECICLADO COR 6179/PET,110CM,15872667,528,134939,15865467NBR3282992,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425041,NIKE,
1046,OK,DASS SEST,7,140189,1425041,95894,ATAC. MR140014 6MM RECICLADO COR 6179/PET,115CM,15872667,120,134939,15865466NBR3282992,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425041,NIKE,
1047,OK,DASS SEST,7,140189,1425041,95894,ATAC. MR140014 6MM RECICLADO COR 6179/PET,115CM,15872667,156,134939,15865467NBR3282992,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425041,NIKE,
1048,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,105CM,15872667,156,134939,15865468NBR3282993,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1049,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,105CM,15872667,150,134939,15865469NBR3282993,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1050,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,105CM,15872667,276,134939,15865470NBR3282994,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1051,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,105CM,15872667,306,134939,15865471NBR3282994,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1052,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,110CM,15872667,536,134939,15865468NBR3282993,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1053,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,110CM,15872667,552,134939,15865469NBR3282993,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1054,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,110CM,15872667,741,134939,15865470NBR3282994,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1055,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,110CM,15872667,732,134939,15865471NBR3282994,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1056,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,115CM,15872667,132,134939,15865468NBR3282993,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1057,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,115CM,15872667,162,134939,15865469NBR3282993,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1058,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,115CM,15872667,204,134939,15865470NBR3282994,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1059,OK,DASS SEST,7,140189,1425040,95895,ATAC. MR140014 6MM RECICLADO COR 6176/PET,115CM,15872667,216,134939,15865471NBR3282994,26/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425040,NIKE,
1378,OK,DASS SEST,7,140288,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,100CM,15874842,204,135010,15866732NBR3283048,30/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1454466,NIKE,
1379,OK,DASS SEST,7,140288,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,100CM,15874842,240,135010,15866733NBR3283048,30/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1454466,NIKE,
1380,OK,DASS SEST,7,140288,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,105CM,15874842,710,135010,15866732NBR3283048,30/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1454466,NIKE,
1381,OK,DASS SEST,7,140288,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,105CM,15874842,744,135010,15866733NBR3283048,30/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1454466,NIKE,
1382,OK,DASS SEST,7,140288,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,110CM,15874842,18,135010,15866732NBR3283048,30/06/2026,31/08/2026,34,,31/08/26,,,,#N/A,1454466,NIKE,
1442,OK,DASS SEST,7,140573,1316829,87946,FITA M31119 C/ GOMA POLIESTER COR 100/ COR 5535/ COR 102,16MM,15900424,170,135281,0,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1316829,FILA,
1443,OK,DASS SEST,7,140573,1324887,88286,FITA M31119 C/ GOMA POLIESTER COR 057/ COR 102/ COR 678,16MM,15900424,140,135281,0,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1324887,FILA,
1444,OK,DASS SEST,7,140573,1401826,95145,FITA M31119 C/ GOMA POLIESTER COR 6002 / COR 5508 / COR 5508,16MM,15900424,220,135281,0,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1401826,FILA,
1445,OK,DASS SEST,7,140573,1400623,95146,FITA M31119 C/ GOMA POLIESTER COR 447 / COR 114 / COR 114,16MM,15900424,430,135281,0,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1400623,FILA,
1446,OK,DASS SEST,7,140574,1159608,81667,ATAC. M15041 POLIESTER COR 100,120CM,15900487,768,135282,15888625ARG201996-,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1159608,FILA,
1447,OK,DASS SEST,7,140574,1159608,81667,ATAC. M15041 POLIESTER COR 100,120CM,15900487,768,135282,15888627ARG201996-,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1159608,FILA,
1448,OK,DASS SEST,7,140574,1159608,81667,ATAC. M15041 POLIESTER COR 100,130CM,15900487,192,135282,15888625ARG201996-,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1159608,FILA,
1449,OK,DASS SEST,7,140574,1159608,81667,ATAC. M15041 POLIESTER COR 100,130CM,15900487,192,135282,15888627ARG201996-,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1159608,FILA,
1450,OK,DASS SEST,7,140575,1416744,95300,FITA M31119 C/ GOMA POLIESTER COR 814 / COR 100 / COR 100,16MM,15901023,10,135283,0,07/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1416744,FILA,
1457,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15915176,420,135470,15903732NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1458,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15915176,408,135470,15903734NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1459,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15915176,420,135470,15903735NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1460,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915176,507,135470,15903732NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1461,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915176,492,135470,15903734NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1462,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915176,516,135470,15903735NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1463,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915176,108,135470,15903670NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1464,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915176,72,135470,15903671NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1465,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15915176,90,135470,15903672NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1466,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915176,72,135470,15903732NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1467,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915176,60,135470,15903734NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1468,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915176,60,135470,15903735NBR3283014,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1469,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915176,735,135470,15903670NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1470,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915176,552,135470,15903671NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1471,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,115CM,15915176,378,135470,15903672NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1472,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,120CM,15915176,156,135470,15903670NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1473,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,120CM,15915176,156,135470,15903671NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1474,OK,DASS SEST,7,140753,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,120CM,15915176,186,135470,15903672NBR3283025,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1299257,NIKE,
1475,OK,DASS SEST,7,140753,1424088,95799,ATAC. MR130027 6MM RECICLADO COR 5820/PET,105CM,15915176,582,135470,15903739NBR3282939,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1424088,NIKE,
1476,OK,DASS SEST,7,140753,1424088,95799,ATAC. MR130027 6MM RECICLADO COR 5820/PET,110CM,15915176,656,135470,15903739NBR3282939,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1424088,NIKE,
1477,OK,DASS SEST,7,140753,1424088,95799,ATAC. MR130027 6MM RECICLADO COR 5820/PET,115CM,15915176,36,135470,15903739NBR3282939,10/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1424088,NIKE,
1740,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,110CM,15944083,318,135633,15941789NBR3283312,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1741,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,110CM,15944083,336,135633,15941790NBR3283312,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1742,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15944083,216,135633,15941780NBR3283293,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1743,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15944083,216,135633,15941781NBR3283293,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1744,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15944083,434,135633,15941789NBR3283312,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1745,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15944083,444,135633,15941790NBR3283312,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1746,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,120CM,15944083,584,135633,15941780NBR3283293,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1747,OK,DASS SEST,7,140946,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,120CM,15944083,624,135633,15941781NBR3283293,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1027849,NIKE,
1748,OK,DASS SEST,7,140946,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944083,734,135633,15941797NBR3283285,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1069210,NIKE,
1749,OK,DASS SEST,7,140946,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944083,726,135633,15941798NBR3283285,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1069210,NIKE,
1750,OK,DASS SEST,7,140946,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944083,144,135633,15941797NBR3283285,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1069210,NIKE,
1751,OK,DASS SEST,7,140946,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944083,162,135633,15941798NBR3283285,17/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1069210,NIKE,
1816,OK,DASS SEST,7,140980,965421,74014,FITA MFGP C/ GOMA POLIESTER COR 4085,10MM,15952272,430,135667,0,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,965421,NIKE,
1817,OK,DASS SEST,7,140980,1341133,91535,FITA MFGP C/ GOMA POLIESTER COR 5149,10MM,15952272,260,135667,0,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1341133,NIKE,
1829,NÃO,DASS SEST,7,140986,1425209,96158,ATAC. MR110012 8MM POLIESTER COR 5845/PET,115CM,15953532,324,135673,15941805NBR3283290,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425209,NIKE,
1830,NÃO,DASS SEST,7,140986,1425209,96158,ATAC. MR110012 8MM POLIESTER COR 5845/PET,120CM,15953532,908,135673,15941805NBR3283290,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425209,NIKE,
1831,OK,DASS SEST,7,140986,1425323,95611,ATAC. MR110029 RECICLADO COR 4758/1PET,130CM,15953532,348,135673,15941799NBR3283279,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425323,NIKE,
1832,OK,DASS SEST,7,140986,1425323,95611,ATAC. MR110029 RECICLADO COR 4758/1PET,130CM,15953532,378,135673,15941800NBR3283279,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425323,NIKE,
1833,OK,DASS SEST,7,140986,1425323,95611,ATAC. MR110029 RECICLADO COR 4758/1PET,135CM,15953532,422,135673,15941799NBR3283279,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425323,NIKE,
1834,OK,DASS SEST,7,140986,1425323,95611,ATAC. MR110029 RECICLADO COR 4758/1PET,135CM,15953532,426,135673,15941800NBR3283279,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425323,NIKE,
1835,OK,DASS SEST,7,140986,1425322,96159,ATAC. MR110029 RECICLADO COR 6216/PET,130CM,15953532,468,135673,15941801NBR3283283,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425322,NIKE,
1836,OK,DASS SEST,7,140986,1425322,96159,ATAC. MR110029 RECICLADO COR 6216/PET,130CM,15953532,468,135673,15941802NBR3283283,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425322,NIKE,
1837,OK,DASS SEST,7,140986,1425322,96159,ATAC. MR110029 RECICLADO COR 6216/PET,130CM,15953532,498,135673,15941804NBR3283283,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425322,NIKE,
1838,OK,DASS SEST,7,140986,1425322,96159,ATAC. MR110029 RECICLADO COR 6216/PET,135CM,15953532,525,135673,15941801NBR3283283,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425322,NIKE,
1839,OK,DASS SEST,7,140986,1425322,96159,ATAC. MR110029 RECICLADO COR 6216/PET,135CM,15953532,504,135673,15941802NBR3283283,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425322,NIKE,
1840,OK,DASS SEST,7,140986,1425322,96159,ATAC. MR110029 RECICLADO COR 6216/PET,135CM,15953532,540,135673,15941804NBR3283283,20/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1425322,NIKE,
2093,OK,DASS ITABERABA,70,140548,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,100CM,15897391,396,135234,15890452ARG202021-,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1179318,FILA,
2094,OK,DASS ITABERABA,70,140548,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,100CM,15897391,396,135234,15890453ARG202021-,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1179318,FILA,
2095,OK,DASS ITABERABA,70,140548,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,110CM,15897391,324,135234,15890452ARG202021-,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1179318,FILA,
2096,OK,DASS ITABERABA,70,140548,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,110CM,15897391,324,135234,15890453ARG202021-,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1179318,FILA,
2097,OK,DASS ITABERABA,70,140548,1175396,75595,ATAC. M13725 6MM POLIESTER COR 100,100CM,15897391,396,135234,15890450ARG202020-,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1175396,FILA,
2098,OK,DASS ITABERABA,70,140548,1175396,75595,ATAC. M13725 6MM POLIESTER COR 100,100CM,15897391,396,135234,15890451ARG202020-,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1175396,FILA,
2099,OK,DASS ITABERABA,70,140548,1314384,75662,ATAC. M13725 6MM POLIESTER COR 114,90CM,15897391,504,135234,15890454ARG202022,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1314384,FILA,
2100,OK,DASS ITABERABA,70,140548,1314384,75662,ATAC. M13725 6MM POLIESTER COR 114,90CM,15897391,396,135234,15889179BRITB00544,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1314384,FILA,
2101,OK,DASS ITABERABA,70,140548,1314384,75662,ATAC. M13725 6MM POLIESTER COR 114,90CM,15897391,384,135234,15889180BRITB00544,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1314384,FILA,
2102,OK,DASS ITABERABA,70,140548,1314384,75662,ATAC. M13725 6MM POLIESTER COR 114,90CM,15897391,348,135234,15889181BRITB00544,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1314384,FILA,
2103,OK,DASS ITABERABA,70,140548,1314384,75662,ATAC. M13725 6MM POLIESTER COR 114,90CM,15897391,348,135234,15889182BRITB00544,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1314384,FILA,
2104,OK,DASS ITABERABA,70,140548,1314384,75662,ATAC. M13725 6MM POLIESTER COR 114,100CM,15897391,648,135234,15890454ARG202022,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1314384,FILA,
2105,OK,DASS ITABERABA,70,140548,1314384,75662,ATAC. M13725 6MM POLIESTER COR 114,100CM,15897391,552,135234,15889179BRITB00544,06/07/2026,31/08/2026,34,,31/08/26,,,,#N/A,1314384,FILA,
