,,,,,,,20/08/2026,RELATÓRIO BAHIA ATUALIZADO,,,,20/08/2026,,EM VERDE DATA REPROGRAMADA,,20/08/2026,,,,,,,,
,,,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,20/08/2026 07:24:46,,,,DÚVIDA CLICA AQUI,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Coluna 1,cartela,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,LOTES,código OS,DT. RECEBIMENTO,DT. ENTREGA,PRAZO,POSIÇÃO NA PRODUÇÃO,DATA SISTEMA,Coluna 2,DATA ALTERADA,cartelas,CÓDIGO ALTERADO,Column 24,códigos do sistema,conta e ordem
1952,OK,DASS SANTO ANTONIO,1526,140526,1404591,95039,ATAC. M10110 5MM POLIESTER COR 102 / COR 6038,115CM,15888263,492,135201,15884411BRSA001880,06/07/2026,24/08/2026,4,,24/08/2026,,,,#N/A,1404591,FILA,
1953,OK,DASS SANTO ANTONIO,1526,140526,1404580,95043,ATAC. M10110 5MM POLIESTER COR 057 / COR 102,115CM,15888263,672,135201,15884405BRSA001873,06/07/2026,24/08/2026,4,,24/08/2026,,,,#N/A,1404580,FILA,
1954,OK,DASS SANTO ANTONIO,1526,140526,1404580,95043,ATAC. M10110 5MM POLIESTER COR 057 / COR 102,125CM,15888263,168,135201,15884405BRSA001873,06/07/2026,24/08/2026,4,,24/08/2026,,,,#N/A,1404580,FILA,
1955,OK,DASS SANTO ANTONIO,1526,140527,738314,87444,ELAST. MTM POLIESTER COR 057,6MM,15888202,1175,135202,0,06/07/2026,24/08/2026,4,,24/08/2026,,,,#N/A,738314,FILA,
1957,OK,DASS SANTO ANTONIO,1526,140527,902057,73522,FITA MFGP C/ GOMA POLIESTER COR 057,15MM,15888202,160,135202,0,06/07/2026,24/08/2026,4,,24/08/2026,,,,#N/A,902057,FILA,
1958,OK,DASS SANTO ANTONIO,1526,140527,975119,76910,FITA MFGP C/ GOMA POLIESTER COR 263,15MM,15888202,140,135202,0,06/07/2026,24/08/2026,4,,24/08/2026,,,,#N/A,975119,FILA,
1838,NÃO,MARFIM CEARA,105,140639,,96046,ATAC. MR140019 6MM RECICLADO COR 6253/PET,6MM,1,21239,135415,,08/07/2026,25/08/2026,5,,04/08/2026,,25/08/2026,,#N/A,,,
1933,NÃO,BIBI,805,141994,471351,74213,ELAST. MEER POLIESTER COR 102,6MM,3834291,300,136683,,19/08/2026,25/08/2026,5,,25/08/2026,,,,#N/A,471351,,
1591,OK,DASS ITABERABA,70,141191,1425019,74014,FITA MFGP C/ GOMA POLIESTER COR 4085,15MM,15971142,150,135866,0,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1425019,ASICS,NORMAL
1592,OK,DASS ITABERABA,70,141191,1425013,94003,FITA MFGP C/ GOMA POLIESTER COR 6106,15MM,15971142,420,135866,0,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1425013,ASICS,NORMAL
1593,OK,DASS ITABERABA,70,141192,1229330,84206,ATAC. M18006 POLIESTER COR 4085,110CM,15971148,569,135867,15966174ASB0053017,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1229330,ASICS,NORMAL
1594,OK,DASS ITABERABA,70,141192,1229330,84206,ATAC. M18006 POLIESTER COR 4085,120CM,15971148,198,135867,15966174ASB0053017,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1229330,ASICS,NORMAL
1595,OK,DASS ITABERABA,70,141192,1400180,94827,ATAC. M18006 POLIESTER COR 6106,120CM,15971148,420,135867,15966170ASB0053001,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1400180,ASICS,NORMAL
1596,OK,DASS ITABERABA,70,141192,1400180,94827,ATAC. M18006 POLIESTER COR 6106,120CM,15971148,867,135867,15966171ASB0053004,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1400180,ASICS,NORMAL
1597,OK,DASS ITABERABA,70,141192,1400180,94827,ATAC. M18006 POLIESTER COR 6106,130CM,15971148,333,135867,15966170ASB0053001,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1400180,ASICS,NORMAL
1598,OK,DASS ITABERABA,70,141192,1400180,94827,ATAC. M18006 POLIESTER COR 6106,130CM,15971148,309,135867,15966171ASB0053004,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1400180,ASICS,NORMAL
1599,OK,DASS ITABERABA,70,141192,1015432,74802,ATAC. M22031 REFLEX COR 4219/1,130CM,15971148,647,135867,15966161ASB0052975,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1015432,ASICS,NORMAL
1600,OK,DASS ITABERABA,70,141192,1015432,74802,ATAC. M22031 REFLEX COR 4219/1,140CM,15971148,480,135867,15966161ASB0052975,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1015432,ASICS,NORMAL
1601,OK,DASS ITABERABA,70,141192,1249007,84768,ATAC. M22031 REFLEX COR 4085/1,120CM,15971148,1091,135867,15966160ASB0052976,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1249007,ASICS,NORMAL
1602,OK,DASS ITABERABA,70,141192,1249007,84768,ATAC. M22031 REFLEX COR 4085/1,130CM,15971148,623,135867,15966162ASB0052974,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1249007,ASICS,NORMAL
1603,OK,DASS ITABERABA,70,141192,1249007,84768,ATAC. M22031 REFLEX COR 4085/1,130CM,15971148,428,135867,15966160ASB0052976,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1249007,ASICS,NORMAL
1604,OK,DASS ITABERABA,70,141192,1249007,84768,ATAC. M22031 REFLEX COR 4085/1,130CM,15971148,601,135867,15966163ASB0052983,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1249007,ASICS,NORMAL
1605,OK,DASS ITABERABA,70,141192,1249007,84768,ATAC. M22031 REFLEX COR 4085/1,140CM,15971148,208,135867,15966162ASB0052974,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1249007,ASICS,NORMAL
1606,OK,DASS ITABERABA,70,141192,1249007,84768,ATAC. M22031 REFLEX COR 4085/1,140CM,15971148,600,135867,15966163ASB0052983,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1249007,ASICS,NORMAL
1607,OK,DASS ITABERABA,70,141192,1393890,92609,ATAC. M22031 REFLEX COR 214/1,120CM,15971148,200,135867,15966158ASB0053013,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1393890,ASICS,NORMAL
1608,OK,DASS ITABERABA,70,141192,1393890,92609,ATAC. M22031 REFLEX COR 214/1,130CM,15971148,125,135867,15966158ASB0053013,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1393890,ASICS,NORMAL
1609,OK,DASS ITABERABA,70,141192,1393892,92717,ATAC. M22031 REFLEX COR 5108/1,120CM,15971148,322,135867,15966157ASB0052977,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1393892,ASICS,NORMAL
1610,OK,DASS ITABERABA,70,141192,1393892,92717,ATAC. M22031 REFLEX COR 5108/1,130CM,15971148,161,135867,15966157ASB0052977,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1393892,ASICS,NORMAL
1611,OK,DASS ITABERABA,70,141192,1393891,92801,ATAC. M22031 REFLEX COR 4313/1,120CM,15971148,336,135867,15966159ASB0053011,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1393891,ASICS,NORMAL
1612,OK,DASS ITABERABA,70,141192,1393891,92801,ATAC. M22031 REFLEX COR 4313/1,130CM,15971148,99,135867,15966159ASB0053011,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1393891,ASICS,NORMAL
1613,OK,DASS ITABERABA,70,141192,1345837,85480,ATAC. M22037 6MM REFLEX COR 987/1,120CM,15971148,434,135867,15966127ASB0053055,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1345837,ASICS,NORMAL
1614,OK,DASS ITABERABA,70,141192,1345837,85480,ATAC. M22037 6MM REFLEX COR 987/1,130CM,15971148,210,135867,15966127ASB0053055,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1345837,ASICS,NORMAL
1615,OK,DASS ITABERABA,70,141192,1332512,90397,ATAC. M22037 6MM REFLEX COR 5217/1,120CM,15971148,928,135867,15966125ASB0053053,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1332512,ASICS,NORMAL
1616,OK,DASS ITABERABA,70,141192,1332512,90397,ATAC. M22037 6MM REFLEX COR 5217/1,130CM,15971148,544,135867,15966125ASB0053053,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1332512,ASICS,NORMAL
1617,OK,DASS ITABERABA,70,141192,1365482,91133,ATAC. M22037 6MM REFLEX COR 5711,120CM,15971148,1052,135867,15966126ASB0053054,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1365482,ASICS,NORMAL
1618,OK,DASS ITABERABA,70,141192,1365482,91133,ATAC. M22037 6MM REFLEX COR 5711,130CM,15971148,371,135867,15966126ASB0053054,24/07/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1365482,ASICS,NORMAL
1905,OK,DASS VITORIA,391,141658,1237409,69564,FITA MFGP POLIESTER COR 100,10MM,16020980,40,136289,0,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1237409,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1906,OK,DASS VITORIA,391,141658,242200,69623,FITA MFGP POLIESTER COR 102,10MM,16020980,50,136289,0,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,242200,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1907,OK,DASS VITORIA,391,141658,1382734,74781,FITA MFGP POLIESTER COR 114,10MM,16020980,80,136289,0,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382734,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1908,OK,DASS VITORIA,391,141659,972997,73477,ATAC. M13054 POLIESTER COR 102,115CM,16020981,240,136290,16017289BRI010480,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,972997,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1909,OK,DASS VITORIA,391,141659,972997,73477,ATAC. M13054 POLIESTER COR 102,125CM,16020981,252,136290,16017289BRI010480,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,972997,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1910,OK,DASS VITORIA,391,141659,815019,73478,ATAC. M13054 POLIESTER COR 100,115CM,16020981,660,136290,16017285BRI010476,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,815019,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1911,OK,DASS VITORIA,391,141659,815019,73478,ATAC. M13054 POLIESTER COR 100,115CM,16020981,264,136290,16017286BRI010477,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,815019,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1912,OK,DASS VITORIA,391,141659,815019,73478,ATAC. M13054 POLIESTER COR 100,115CM,16020981,420,136290,16017288BRI010479,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,815019,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1913,OK,DASS VITORIA,391,141659,815019,73478,ATAC. M13054 POLIESTER COR 100,125CM,16020981,300,136290,16017285BRI010476,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,815019,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1914,OK,DASS VITORIA,391,141659,815019,73478,ATAC. M13054 POLIESTER COR 100,125CM,16020981,372,136290,16017286BRI010477,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,815019,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1915,OK,DASS VITORIA,391,141659,815019,73478,ATAC. M13054 POLIESTER COR 100,125CM,16020981,384,136290,16017288BRI010479,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,815019,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1916,OK,DASS VITORIA,391,141659,818742,73479,ATAC. M13054 POLIESTER COR 213,115CM,16020981,372,136290,16017287BRI010478,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,818742,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1917,OK,DASS VITORIA,391,141659,818742,73479,ATAC. M13054 POLIESTER COR 213,125CM,16020981,252,136290,16017287BRI010478,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,818742,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1918,OK,DASS VITORIA,391,141659,1382619,93403,ATAC. M13768 POLIESTER COR 100,120CM,16020981,672,136290,16017280BRI010481,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382619,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1919,OK,DASS VITORIA,391,141659,1382619,93403,ATAC. M13768 POLIESTER COR 100,130CM,16020981,504,136290,16017280BRI010481,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382619,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1920,OK,DASS VITORIA,391,141659,1382651,93671,ATAC. M13768 POLIESTER COR 102,120CM,16020981,348,136290,16017281BRI010482,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382651,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1921,OK,DASS VITORIA,391,141659,1382651,93671,ATAC. M13768 POLIESTER COR 102,130CM,16020981,240,136290,16017281BRI010482,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382651,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1922,OK,DASS VITORIA,391,141659,1382740,93672,ATAC. M13768 POLIESTER COR 173,120CM,16020981,360,136290,16017282BRI010483,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382740,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1923,OK,DASS VITORIA,391,141659,1382740,93672,ATAC. M13768 POLIESTER COR 173,130CM,16020981,252,136290,16017282BRI010483,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382740,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1924,OK,DASS VITORIA,391,141659,1382744,93673,ATAC. M13768 POLIESTER COR 114,120CM,16020981,288,136290,16017283BRI010484,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382744,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
1925,OK,DASS VITORIA,391,141659,1382744,93673,ATAC. M13768 POLIESTER COR 114,130CM,16020981,228,136290,16017283BRI010484,06/08/2026,26/08/2026,6,,26/08/2026,,,,#N/A,1382744,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
17,OK,DASS SEST,7,139064,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,120CM,15758597,84,133775,15758315NBR3282837,28/05/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1065806,NIKE,
18,OK,DASS SEST,7,139064,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,120CM,15758597,72,133775,15758316NBR3282837,28/05/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1065806,NIKE,
19,OK,DASS SEST,7,139064,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,130CM,15758597,770,133775,15758315NBR3282837,28/05/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1065806,NIKE,
20,OK,DASS SEST,7,139064,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,130CM,15758597,816,133775,15758316NBR3282837,28/05/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1065806,NIKE,
21,OK,DASS SEST,7,139064,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,140CM,15758597,72,133775,15758315NBR3282837,28/05/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1065806,NIKE,
22,OK,DASS SEST,7,139064,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,140CM,15758597,84,133775,15758316NBR3282837,28/05/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1065806,NIKE,
35,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15775195,96,133930,15773820NBR3283034,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
36,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15775195,120,133930,15773821NBR3283034,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
37,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15775195,96,133930,15773822NBR3283035,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
38,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,100CM,15775195,102,133930,15773823NBR3283035,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
39,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15775195,734,133930,15773820NBR3283034,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
40,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15775195,762,133930,15773821NBR3283034,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
41,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15775195,698,133930,15773822NBR3283035,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
42,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15775195,702,133930,15773823NBR3283035,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
43,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15775195,192,133930,15773816NBR3283036,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
44,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,105CM,15775195,234,133930,15773817NBR3283036,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
45,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15775195,54,133930,15773820NBR3283034,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
46,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15775195,36,133930,15773821NBR3283034,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
47,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15775195,48,133930,15773822NBR3283035,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
48,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15775195,36,133930,15773823NBR3283035,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
49,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15775195,609,133930,15773816NBR3283036,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
50,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,110CM,15775195,606,133930,15773817NBR3283036,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
51,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15775195,240,133930,15773816NBR3283036,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
52,OK,DASS SEST,7,139229,1188919,82628,ATAC. MR140014 6MM RECICLADO COR 4085/PET,115CM,15775195,246,133930,15773817NBR3283036,01/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1188919,NIKE,
83,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816413,156,134312,15815480NBR3282906,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
84,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816413,186,134312,15815482NBR3282906,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
85,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816413,168,134312,15815483NBR3282983,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
86,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15816413,186,134312,15815484NBR3282983,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
87,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816413,523,134312,15815480NBR3282906,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
88,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816413,520,134312,15815482NBR3282906,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
89,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816413,541,134312,15815483NBR3282983,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
90,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15816413,556,134312,15815484NBR3282983,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
91,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15816413,144,134312,15815480NBR3282906,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
92,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15816413,161,134312,15815482NBR3282906,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
93,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15816413,144,134312,15815483NBR3282983,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
94,OK,DASS SEST,7,139565,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,110CM,15816413,173,134312,15815484NBR3282983,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1299257,NIKE,
95,OK,DASS SEST,7,139565,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,100CM,15816413,156,134312,15815493NBR3282892,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1301800,NIKE,
96,OK,DASS SEST,7,139565,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,100CM,15816413,167,134312,15815494NBR3282892,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1301800,NIKE,
97,OK,DASS SEST,7,139565,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,105CM,15816413,487,134312,15815493NBR3282892,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1301800,NIKE,
98,OK,DASS SEST,7,139565,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,105CM,15816413,490,134312,15815494NBR3282892,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1301800,NIKE,
99,OK,DASS SEST,7,139565,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,110CM,15816413,132,134312,15815493NBR3282892,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1301800,NIKE,
100,OK,DASS SEST,7,139565,1301800,88695,ATAC. MR130027 6MM RECICLADO COR 4662/PET,110CM,15816413,154,134312,15815494NBR3282892,11/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1301800,NIKE,
151,OK,DASS SEST,7,139653,1241008,84943,ATAC. MR140014 6MM RECICLADO COR 4021/PET,100CM,15819909,590,134363,15818129NBR3282899,12/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1241008,NIKE,
152,OK,DASS SEST,7,139653,1241008,84943,ATAC. MR140014 6MM RECICLADO COR 4021/PET,100CM,15819909,649,134363,15818130NBR3282899,12/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1241008,NIKE,
153,OK,DASS SEST,7,139653,1241008,84943,ATAC. MR140014 6MM RECICLADO COR 4021/PET,105CM,15819909,319,134363,15818129NBR3282899,12/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1241008,NIKE,
154,OK,DASS SEST,7,139653,1241008,84943,ATAC. MR140014 6MM RECICLADO COR 4021/PET,105CM,15819909,305,134363,15818130NBR3282899,12/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1241008,NIKE,
155,OK,DASS SEST,7,139653,1324864,88451,ATAC. MR140014 6MM RECICLADO COR 5687/PET,100CM,15819909,673,134363,15818133NBR3282901,12/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1324864,NIKE,
156,OK,DASS SEST,7,139653,1324864,88451,ATAC. MR140014 6MM RECICLADO COR 5687/PET,105CM,15819909,346,134363,15818133NBR3282901,12/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1324864,NIKE,
241,OK,DASS SEST,7,140095,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855789,819,134784,15851098NBR3282985,25/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1304277,NIKE,
242,OK,DASS SEST,7,140095,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855789,756,134784,15851100NBR3282985,25/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1304277,NIKE,
243,OK,DASS SEST,7,140095,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855789,828,134784,15851101NBR3282985,25/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1304277,NIKE,
244,OK,DASS SEST,7,140095,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855789,252,134784,15851088NBR3283023,25/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1304277,NIKE,
245,OK,DASS SEST,7,140095,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855789,252,134784,15854332NEX0000080,25/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1304277,NIKE,
246,OK,DASS SEST,7,140095,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855789,252,134784,15854333NEX0000080,25/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1304277,NIKE,
247,OK,DASS SEST,7,140095,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15855789,216,134784,15854334NEX0000080,25/06/2026,31/08/2026,11,,31/08/2026,,,,#N/A,1304277,NIKE,
